Age,Review Text,Rating,Recommended IND,Positive Feedback Count
35,"i liked this top in black, but it did not fit me well. had to return.",3,0,0
34,i was so excited to get this in the mail... and loved everything about it except for the fact that it was only as long as one inch above my navel! i do not know why it looks like a normal length on the model. i am returning it.,1,0,1
46,"i ordered this in size xl. the ivory was as pictured. the lace details were welldone. but, the length was much shorter than on the model. i am 5 ft. 5 12 in. for reference. even the sleeves were on the short side, above my wrists. the main problem is how much it she would. just in trying it on, there was fuzz everywhere so i returned it. i love when retailer mixes lace into the knit of sweaters. this one just did not work out.",2,0,0
64,"this top is adorable. normally wear small or xs but got xxs based on reviews, and glad i did. still really loose but so cute. would have preferred petite but sold out.",5,1,0
43,"when i read car coat, i expect a little more weight. it really is just a thin, long blazer. also, the colors appear different online. i expected a redmaroon with bue and white stripe, so maybe i misread completely...? it is actually brownmustardbeige combo. not what i expected, so it will be a return.",2,0,0
46,this is one of my favorite.it is timeless for sure.,5,1,0
41,"oh my, i just received my dress and it is gorgeous!. i was a little skeptical with the reviews but i am on the slender side so perhaps that is the body type it works for. i am 34b with a 25 waist. i got a size 0 and it fits well. i am 55 and the length is good too, not too long. i could wear reasonable heelwedges. it is a great class, sophisticated look. the material is great quality. i cannot wait for an occasion to wear it to!",5,1,0
34,i found this fit tts for me. i am normally a 1012 and took a 12. fit and length are great. the fabric felt substantial and the colors are soft.,5,1,0
70,this top completely fell short for me. i was so excited for it to arrive yesterday and upon opening the package i knew immediately that it was not what i was expecting. in the images online there seam up the middle of the shirt is not even noticeable but in person it is very prominent...and not in a good way. the peplum is a lot fuller then pictured as well. did not work well with my large bust 34d. returned.,2,0,3
36,love this dress! wore it last night for a musical event... came home and put it on the hand wash setting in the washer with cold water...just as the label states. pulled the dress out and guess what? the design is completely faded!!! it looks 5 years old  so sad. i am going to call retailer and ask for a refund i live two hours away,2,0,1
54,this top did not look at all like it did on the model. i thought it would be slightly loose through the hips but instead it was snug on top and very very very loose. great for someone who is pregnant. which i am not.returning.,3,0,6
66,"been on the hunt for jammies so gave these a shot. ordered my normal size large. fit well in the waist but i do not like the super wide legs. and they are too long. pretty color and pattern, however, the fabric is not as soft or cozy as i hoped. i am retired and wanted pajamas to lounge in all day. these missed the mark for me.",4,1,0
28,"extremely disappointed with this top. it runs extremely large. i am 52, 130 lbs, 34c and usually wear between a 02  xss tops at retailer. i ordered a 0 and it looked like a maternity top on me. the bottom half of the top flared out and did not fit close to the body at all. fabric was also a gauzelike material that was not soft. unfortunately, i will be returning.",1,0,4
