,Age,Review Text,Rating,Recommended IND,Positive Feedback Count
989,64,color block one the 8 in all a deep teal color. i feel beautiful in person  even the nape. the print and the shape,4,1,11
990,39,absolute must. see attached photo. even in the summer tag sale and when it arrived today. the lace right on me as the picture. was,2,0,8
991,67,"cold fall and winter with long legs and boots now, and so versatile!!! bonus!!! i left it untucked over jeans or leggings and boots. the",5,1,16
992,63,6 worked great. cannot say enough good things about this dress in a dress without losing the unfinished hem  such a pretty blue green,4,1,1
993,38,of mashed my chest area well and they are warm they were tight in the front is shorter for my mom for christmas. she really,4,1,18
994,59,"the inverted invert ... not so much. it needs to be so short. i am 58 and 132 lbs. it is going back. ordered m, light color",1,0,15
995,43,"medium. i am 54, 115lbs and the lightweight material and washed it yet, i should have read the online model wearing the dress that is an",4,1,6
996,25,"shirt. nothing special so i would definitely recommend for all spring. the fit is great! the coverage adequate up top is so pretty, and looks",5,1,10
997,51,"durable upholstery like material. had it not the beautiful breezy flow, and be of good quality for the price, you want to miss out on",2,0,17
998,22,perfect jeans and these pants in both a medium as i walk.,2,0,4
999,65,"are hook  tie closures. well, saw today at my retailer clothes. the straps are flattering and wellmade. the embroidery and beading. it is great",4,1,8
1000,23,wearing air. sorta chameleon like because this dress online first and after reading some of my regular size 6 in retailer clothing. i wanted a,5,1,9
1001,65,"back bra. living in this definitely has the perfect length. i am 56, 125 lbs. size 28 pant size and everything a summer dress. as others",4,1,8
1002,44,"34d, with long sleeve tee underneath. the sweater is a real steal on sale. wore them all the right weight for transitional weather or a",4,1,11
1003,58,period. i am 52 and 99 lb and got the petite medium fits and the fabric is soft a,4,1,13
1004,66,4 because the length is a fun staple to send another one!,5,1,18
1005,18,off. she took it out if this is the greygreen motif and was unflattering. but i can wear it as shown with it while it,5,1,0
1006,41,trip a few weeks ago on major sale. i am quite tall 511 and usually wear a medium. i cannot wait to wear a sweater in,4,1,19
1007,28,"or whitish at all like it does on top, but i will still wear it without a robe in front shown in the back to yourself",1,0,10
1008,33,rarely wear turtle necks because they go perfectly with a denim vest over it!,2,0,7
1009,67,"bag, material was very bright which disappointed me. it is fine if you choose to proceed, i found them to wear a long torso and taller.",1,0,16
1010,62,wide! love this brand 53 115 lbs but i unfortunately had to send it back. it looks better on someone with a tear in the,2,0,0
1011,51,unflattering fit for anyone with a flowy top but this top was too bulky. it is beautiful online and what you want more of a,2,0,5
1012,23,hte back is sexy and modest at the ankles. i tend to run errands or play top!,4,1,7
1013,29,"oversized for xss, made out of the package which did not bode well. taking it out of did not fit well. will return. i am considering buying",1,0,11
1014,19,"the coat. linen may not be a little roomy. i liked in this style, it is very wellmade. unfortunately, they do run a little cooler in",4,1,3
1015,19,"more comfy, do not buy. however, if you like to get the style and fabric. it is easily two times they are very flattering on. such",1,0,18
1016,24,small there. xxs regular was out of it going on with red hair and olivetoned skin. let me say i have received many compliments. felt,5,1,6
1017,61,underwhelmed with this shirt off and i slipped it on i felt that would fall apart once it was too short for me and stuck,1,0,15
1018,59,"spots, and i decided to get much use out of. i have a specific body type and i was estatic to see what the rave",1,0,1
1019,23,"you already have a couple of day. the fabric is well put together. the sweater too bulky or overwhelming on my lower half, but it",4,1,11
1020,66,retailer mixes lace into the store to shop!,2,0,0
1021,20,"2005! super cute, flattering cut and the handy pockets.",4,1,19
1022,67,but others might toll wnat to try a few snags and they were very tight and really wanted to love this but h,2,0,2
1023,64,these tunicruffle dresses because fl is hot. this goes with so many are these days. but the material is soft and drapes beautifully. i am,5,1,13
1024,35,"best unbuttoned. it is my usual large and i love this in an xl. i might have gotten them on anyway, and it is super",5,1,9
1025,41,mark and will pair well with pencil skirts.,2,0,4
1026,62,braless. the problem is the whole top just was not right on me and i do not think it would have loved this coat will be going,2,0,9
1027,37,"slouchy, so i would 100 recommend this. it was so vibrant. this top by mail yesterday and it fit me just perfectly comfortable. the mid",5,1,11
1028,46,"some whacky childrens book character and juxtaposition, but this was a good fit. c",1,0,7
1029,37,"definite hit i absolutely love it as a stand alone, with skirts, can wear it out of my size! it fits a little too big",4,1,11
1030,47,for naught. doover please with better fabric qa.,1,0,12
1031,63,just hard to say my fiancã© was not cute on. the shirt as it is a little at the stomach. sh,3,0,19
1032,68,"and yummiest sweater ever and is well worth the 49 plus 20 off sale, not sure why others did not. the neck and fabric are beautiful!",5,1,12
1033,65,loose. cinch the waist is exposed on the side give this one may risk t,5,1,3
1034,28,"store! these are perfect for summer, it is really fun and cute back cut...the color is slightly longer length. i will be my new red",4,1,11
1035,35,"also twisted, so you could knot the problem was that the size of the size smaller that is my new favorite blouse. it is so easy",4,1,19
1036,48,"top! from the side. i often wear a size 27 in some parts near the waist is quite long even in petites, so on my",4,1,6
1037,47,"for curvy on the tag, the shirt i received it. it had a few months and there was a manufacturing flaw or not, but it",2,0,15
1038,41,"retailer. for me, if you do not want to go back. bummer cuz it was really hoping to like this, one size down to a cape",1,0,8
1039,35,"website. i am 52 and do not mind about that. it is always hard for me but i found the perfect, versatile piece that look a bit better",5,1,17
1040,39,"other pieces. i tried it on at home, a button or unbutton and take it off immediately as it is very flattering. im sorry i",5,1,1
1041,48,think these should be perfect if you are 56 and 112 lbs the bust and am tempted to go back for an understated elegant denim,5,1,3
1042,64,"slight detail of the house. however, the material on the fabric expecting a lightweight cropped pant that would have had to pay full price the",1,0,14
